id,question_id,choice_text,is_correct
399,100,"N1, N2 = input().split(); print(“Yes” if N2 in N1 else “No”)",0
400,100,"N1, N2 = input().split(); print(“Yes” if any(d in N2 for d in N1) else “No”",0
401,101,"notas = [2, 5, 10, 20, 50, 100]; troco = int(input()); print(“Possible” if any(troco - n in notas for n in notas) else “Impossible”)",1
402,101,"notas = [2, 5, 10, 20, 50, 100]; troco = int(input()); print(“Possible” if troco % 2 == 0 else “Impossible”)",0
403,101,"notas = [2, 5, 10, 20, 50, 100]; troco = int(input()); print(“Possible” if troco > 100 else “Impossible”)",0
404,101,"notas = [2, 5, 10, 20, 50, 100]; troco = int(input()); print(“Possible” if troco - 2 in notas else “Impossible”)",0
405,102,print(int(input()) - 1),1
406,102,print(int(input()) + 1),0
407,102,print(int(input()) * 2),0
408,102,print(int(input()) // 2),0
409,103,print(“Cabe no formulário” if len(input()) <= 80 else “Não cabe no formulário”),1
410,103,print(“Cabe no formulário” if len(input()) < 80 else “Não cabe no formulário”),0
411,103,print(“Cabe no formulário” if len(input()) == 80 else “Não cabe no formulário”),0
412,103,print(“Cabe no formulário” if len(input()) > 80 else “Não cabe no formulário”),0
413,104,"N = int(input()); landscape = list(map(int, input().split())); print(“Valid” if all((landscape[i] > landscape[i-1]) != (landscape[i] > landscape[i+1]) for i in range(1, N-1)) else “Invalid”)",1
414,104,"N = int(input()); landscape = list(map(int, input().split())); print(“Valid” if all(landscape[i] > landscape[i-1] for i in range(1, N)) else “Invalid”)",0
415,104,"N = int(input()); landscape = list(map(int, input().split())); print(“Valid” if any((landscape[i] > landscape[i-1]) != (landscape[i] > landscape[i+1]) for i in range(1, N-1)) else “Invalid”)",0
416,104,"N = int(input()); landscape = list(map(int, input().split())); print(“Valid” if all(landscape[i] < landscape[i-1] for i in range(1, N)) else “Invalid”)",0
417,105,print(“TWEET” if len(input()) <= 140 else “MUTE”),1
418,105,print(“TWEET” if len(input()) < 140 else “MUTE”),0
419,105,print(“TWEET” if len(input()) == 140 else “MUTE”),0
420,105,print(“TWEET” if len(input()) > 140 else “MUTE”),0
421,106,"N = int(input()); speeds = list(map(int, input().split())); print(next((i + 1 for i in range(N - 1) if speeds[i] > speeds[i + 1]), 0))",1
422,106,"N = int(input()); speeds = list(map(int, input().split())); print(next((i for i in range(N - 1) if speeds[i] < speeds[i + 1]), 0))",0
423,106,"N = int(input()); speeds = list(map(int, input().split())); print(next((i + 1 for i in range(N - 1) if speeds[i] == speeds[i + 1]), 0))",0
424,106,"N = int(input()); speeds = list(map(int, input().split())); print(next((i for i in range(N - 1) if speeds[i] > speeds[i + 1]), -1))",0
425,107,"n = int(input()); matrix = [list(map(int, input().split())) for _ in range(n)]; for i in range(n - 1): print(” “.join(“S” if sum([matrix[i][j], matrix[i+1][j], matrix[i][j+1], matrix[i+1][j+1]]) >= 2 else “U” for j in range(n - 1)))",1
426,107,"n = int(input()); matrix = [list(map(int, input().split())) for _ in range(n)]; for i in range(n - 1): print(” “.join(“U” if sum([matrix[i][j], matrix[i+1][j], matrix[i][j+1], matrix[i+1][j+1]]) >= 2 else “S” for j in range(n - 1)))",0
427,107,"n = int(input()); matrix = [list(map(int, input().split())) for _ in range(n)]; for i in range(n - 1): print(” “.join(“S” if sum([matrix[i][j], matrix[i][j+1]]) >= 2 else “U” for j in range(n - 1)))",0
428,107,"n = int(input()); matrix = [list(map(int, input().split())) for _ in range(n)]; for i in range(n - 1): print(” “.join(“S” if sum([matrix[i][j], matrix[i+1][j]]) >= 2 else “U” for j in range(n - 1)))",0
429,108,"xp, multiplier = map(int, input().split()); print(xp * multiplier)",1
430,108,"xp, multiplier = map(int, input().split()); print(xp + multiplier)",0
431,108,"xp, multiplier = map(int, input().split()); print(xp ** multiplier)",0
432,108,"xp, multiplier = map(int, input().split()); print(xp / multiplier)",0
433,109,"hotdogs, participants = map(int, input().split()); print(f”{hotdogs / participants:.2f}”)",1
434,109,"hotdogs, participants = map(int, input().split()); print(f”{hotdogs // participants}”)",0
435,109,"hotdogs, participants = map(int, input().split()); print(f”{participants / hotdogs:.2f}”)",0
436,109,"hotdogs, participants = map(int, input().split()); print(f”{hotdogs * participants:.2f}”)",0
437,110,"a, b, c = map(int, input().split()); print(“S” if 0 in {a, b, c, a+b, a+c, b+c, a+b+c, a-b, a-c, b-a, b-c, c-a, c-b} else “N”)",1
438,110,"a, b, c = map(int, input().split()); print(“S” if 0 in {a+b, a+c, b+c} else “N”)",0
439,110,"a, b, c = map(int, input().split()); print(“S” if abs(a+b+c) == 0 else “N”)",0
440,110,"a, b, c = map(int, input().split()); print(“S” if a == b == c else “N”)",0
441,111,"n = int(input()); total_saques = total_bloqueios = total_ataques = success_saques = success_bloqueios = success_ataques = 0; for _ in range(n): input(); t_saque, t_bloqueio, t_ataque = map(int, input().split()); s_saque, s_bloqueio, s_ataque = map(int, input().split()); total_saques += t_saque; total_bloqueios += t_bloqueio; total_ataques += t_ataque; success_saques += s_saque; success_bloqueios += s_bloqueio; success_ataques += s_ataque; print(f”Pontos de Saque: {success_saques / total_saques * 100:.2f} %\nPontos de Bloqueio: {success_bloqueios / total_bloqueios * 100:.2f} %\nPontos de Ataque: {success_ataques / total_ataques * 100:.2f} %”)",1
442,111,"n = int(input()); total_saques = total_bloqueios = total_ataques = 0; success_saques = success_bloqueios = success_ataques = 0; for _ in range(n): input(); t_saque, t_bloqueio, t_ataque = map(int, input().split()); total_saques += t_saque; total_bloqueios += t_bloqueio; total_ataques += t_ataque; print(f”Pontos de Saque: {success_saques / total_saques * 100:.2f} %\nPontos de Bloqueio: {success_bloqueios / total_bloqueios * 100:.2f} %\nPontos de Ataque: {success_ataques / total_ataques * 100:.2f} %”)",0
443,111,"n = int(input()); total_saques = success_saques = total_bloqueios = total_ataques = 0; for _ in range(n): input(); t_saque, t_bloqueio, t_ataque = map(int, input().split()); total_saques += t_saque; print(f”Pontos de Saque: {success_saques / total_saques * 100:.2f} %”)",0
444,111,"n = int(input()); total_saques = success_saques = total_bloqueios = success_bloqueios = total_ataques = success_ataques = 0; for _ in range(n): t_saque, t_bloqueio, t_ataque = map(int, input().split()); total_saques += t_saque; success_saques += t_saque; print(f”Pontos de Saque: {success_saques / total_saques * 100:.2f} %\nPontos de Bloqueio: {success_bloqueios / total_bloqueios * 100:.2f} %\nPontos de Ataque: {success_ataques / total_ataques * 100:.2f} %”)",0
445,112,"grau = float(input()); notas = list(map(float, input().split())); notas.remove(max(notas)); notas.remove(min(notas)); print(f”{sum(notas) * grau:.1f}”)",1
446,112,"grau = float(input()); notas = list(map(float, input().split())); notas.remove(max(notas)); print(f”{sum(notas) * grau:.1f}”)",0
447,112,"grau = float(input()); notas = list(map(float, input().split())); print(f”{sum(notas[1:-1]) * grau:.1f}”)",0
448,112,"grau = float(input()); notas = list(map(float, input().split())); print(f”{(sum(notas) - max(notas) - min(notas)) * grau:.2f}”)",0
449,113,"a, b, c = sorted(map(int, input().split())); if a + b > c: print(“Triângulo Escaleno” if a != b != c else “Triângulo Isósceles” if a == b or b == c else “Triângulo Equilátero”); if a2 + b2 == c**2: print(“Triângulo Retângulo”)",1
450,113,"a, b, c = sorted(map(int, input().split())); if a + b > c: print(“Triângulo Equilátero” if a == b == c else “Triângulo Isósceles”); if a2 + b2 == c**2: print(“Triângulo Retângulo”)",0
451,113,"a, b, c = sorted(map(int, input().split())); if a + b > c: print(“Triângulo Retângulo” if a2 + b2 == c**2 else “Triângulo Escaleno”)",0
452,113,"a, b, c = map(int, input().split()); if a + b > c and a + c > b and b + c > a: print(“Triângulo Isósceles”)",0
453,114,i = int(input()); print(f”Feliz nat{‘a’ * i}l!!”),1
454,114,i = int(input()); print(f”Feliz nat{‘a’ * (i + 1)}l!!”),0
455,114,i = int(input()); print(f”Feliz nat{‘a’ * (i - 1)}l!!”),0
456,114,i = int(input()); print(f”Feliz natal{’!’ * i}”),0
457,115,"n = int(input()); erros = []; for i in range(n): a, op, b, eq, res, jogada = input().split(); a, b, res = int(a), int(b), int(res); valid = (a + b == res) or (a - b == res) or (a * b == res); if jogada == “+” and a + b != res: erros.append(i+1); elif jogada == “-” and a - b != res: erros.append(i+1); elif jogada == “*” and a * b != res: erros.append(i+1); elif jogada == “Impossível” and valid: erros.append(i+1); print(“Todos passaram” if not erros else “ “.join(map(str, erros)))",1
458,115,"n = int(input()); erros = []; for i in range(n): a, op, b, eq, res, jogada = input().split(); a, b, res = int(a), int(b), int(res); if jogada == “+” and a + b != res: erros.append(i+1); print(“Todos passaram” if not erros else “ “.join(map(str, erros)))",0
459,115,"n = int(input()); for i in range(n): a, op, b, eq, res, jogada = input().split(); print(“Todos passaram”)",0
460,115,"n = int(input()); for i in range(n): a, op, b, eq, res, jogada = input().split(); if jogada == “+” and a + b == res: print(“Todos passaram”)",0
461,116,"alphabet = input(); lamps = list(map(int, input().split())); print(””.join(alphabet[i-1] for i in lamps))",1
462,116,"alphabet = input(); lamps = list(map(int, input().split())); print(””.join(alphabet[i] for i in lamps))",0
463,116,"alphabet = input(); lamps = list(map(int, input().split())); print(””.join(alphabet[i-2] for i in lamps))",0
464,116,"alphabet = input(); lamps = list(map(int, input().split())); print(””.join(alphabet[i+1] for i in lamps))",0
465,117,"n, q = map(int, input().split()); notas = sorted(map(int, input().split()), reverse=True); print(”\n”.join(str(notas[int(input()) - 1]) for _ in range(q)))",1
466,117,"n, q = map(int, input().split()); notas = sorted(map(int, input().split())); print(”\n”.join(str(notas[int(input()) - 1]) for _ in range(q)))",0
467,117,"n, q = map(int, input().split()); notas = list(map(int, input().split())); print(”\n”.join(str(notas[int(input()) - 1]) for _ in range(q)))",0
468,117,"n, q = map(int, input().split()); notas = sorted(map(int, input().split()), reverse=True); print(”\n”.join(str(notas[int(input())]) for _ in range(q)))",0
469,118,"n = int(input()); a, b = map(int, input().split()); print(“impeachment” if a >= (2/3) * n else “acusacao arquivada”)",1
470,118,"n = int(input()); a, b = map(int, input().split()); print(“acusacao arquivada” if a >= (2/3) * n else “impeachment”)",0
471,118,"n = int(input()); a, b = map(int, input().split()); print(“impeachment” if b <= (1/3) * n else “acusacao arquivada”)",0
472,118,"n = int(input()); a, b = map(int, input().split()); print(“acusacao arquivada” if b > a else “impeachment”)",0
473,119,"m, n = map(int, input().split()); baralho_marcos = [list(map(int, input().split())) for _ in range(m)]; baralho_leonardo = [list(map(int, input().split())) for _ in range(m)]; carta_marcos = int(input()) - 1; carta_leonardo = int(input()) - 1; atributo = int(input()) - 1; if baralho_marcos[carta_marcos][atributo] > baralho_leonardo[carta_leonardo][atributo]: print(“Marcos”); elif baralho_marcos[carta_marcos][atributo] < baralho_leonardo[carta_leonardo][atributo]: print(“Leonardo”); else: print(“Empate”)",1
474,119,"m, n = map(int, input().split()); baralho_marcos = [list(map(int, input().split())) for _ in range(m)]; baralho_leonardo = [list(map(int, input().split())) for _ in range(m)]; carta_marcos = int(input()); carta_leonardo = int(input()); atributo = int(input()); if baralho_marcos[carta_marcos][atributo] < baralho_leonardo[carta_leonardo][atributo]: print(“Marcos”); elif baralho_marcos[carta_marcos][atributo] > baralho_leonardo[carta_leonardo][atributo]: print(“Leonardo”); else: print(“Empate”)",0
475,119,"m, n = map(int, input().split()); baralho_marcos = [list(map(int, input().split())) for _ in range(m)]; baralho_leonardo = [list(map(int, input().split())) for _ in range(m)]; carta_marcos = int(input()) - 1; carta_leonardo = int(input()) - 1; atributo = int(input()) - 1; print(“Empate”)",0
476,119,"m, n = map(int, input().split()); baralho_marcos = [list(map(int, input().split())) for _ in range(m)]; baralho_leonardo = [list(map(int, input().split())) for _ in range(m)]; carta_marcos = int(input()) - 1; carta_leonardo = int(input()) - 1; atributo = int(input()) - 1; if baralho_marcos[carta_marcos][atributo] == baralho_leonardo[carta_leonardo][atributo]: print(“Leonardo”); else: print(“Marcos”)",0
477,120,"n = int(input()); videos = [input().split() for _ in range(n)]; jogador = input(); print(sum(1 for game, user in videos if game == “CS” and user == jogador))",1
478,120,"n = int(input()); videos = [input().split() for _ in range(n)]; jogador = input(); print(sum(1 for game, user in videos if game == “LOL” and user == jogador))",0
479,120,"n = int(input()); videos = [input().split() for _ in range(n)]; jogador = input(); print(len([game for game, user in videos if game == “CS”]))",0
480,120,n = int(input()); videos = [input().split() for _ in range(n)]; jogador = input(); print(len(videos)),0
481,121,from math import log2; n = int(input()); print(int(log2(n))),1
482,121,n = int(input()); count = 0; while n > 1: n //= 2; count += 1; print(count),0
483,121,n = int(input()); print(len(bin(n)) - 3),0
484,121,n = int(input()); print(n - 1),0
485,122,"n, amin, amax = map(int, input().split()); print(sum(amin <= int(input()) <= amax for _ in range(n)))",1
486,122,"n, amin, amax = map(int, input().split()); print(sum(amin < int(input()) < amax for _ in range(n)))",0
487,122,"n, amin, amax = map(int, input().split()); print(len([1 for _ in range(n) if amin < int(input()) < amax]))",0
488,122,"n, amin, amax = map(int, input().split()); print(len([1 for _ in range(n)]))",0
489,123,"n = int(input()); record = 0; for i in range(1, n + 1): t, d = map(int, input().split()); v = d / t; if v > record: record = v; print(i)",1
490,123,"n = int(input()); record = 0; for i in range(1, n + 1): t, d = map(int, input().split()); v = t / d; if v > record: record = v; print(i)",0
491,123,"n = int(input()); record = 0; for i in range(1, n + 1): t, d = map(int, input().split()); v = d / t; if v < record: record = v; print(i)",0
492,123,"n = int(input()); record = 0; for i in range(n): t, d = map(int, input().split()); v = d / t; if v > record: record = v; print(i + 1)",0
493,124,print(“I am Toorg!”),1
494,124,print(“I am Groot!”),0
495,124,print(“42”),0
496,124,print(“I have no answer!”),0
497,125,if dodô == leo == pepper: print(“Empate”) elif dodô == “pedra” and leo == “tesoura” and pepper == “tesoura”: print(“Dodô venceu!”),1
498,125,if dodô == “pedra” and leo == “tesoura” and pepper == “tesoura”: print(“Leo venceu!”) else: print(“Pepper venceu!”),0
499,125,if dodô == leo == pepper: print(“Leo venceu!”),0
500,125,print(“Empate” if dodô == leo == pepper else “Pepper venceu!”),0
501,126,P = int(0.30 * R + 0.59 * G + 0.11 * B),1
502,126,P = int((R + G + B) / 3),0
503,126,"P = max(R, G, B)",0
504,126,"P = min(R, G, B)",0
505,127,"palavras = input().split(); consultas = input().split(); for consulta in consultas: matches = [p for p in palavras if p.startswith(consulta)]; print(len(matches), max(len(p) for p in matches) if matches else 0)",1
506,127,"palavras = input().split(); consultas = input().split(); for consulta in consultas: matches = [p for p in palavras if consulta in p]; print(len(matches), max(len(p) for p in matches) if matches else 0)",0
507,127,"palavras = input().split(); consultas = input().split(); for consulta in consultas: matches = [p for p in palavras if consulta.endswith(p)]; print(len(matches), max(len(p) for p in matches) if matches else 0)",0
508,127,"palavras = input().split(); consultas = input().split(); for consulta in consultas: print(len(palavras), max(len(p) for p in palavras))",0
509,128,print(len(set(input().split()))),1
510,128,print(len(input().split())),0
511,128,print(len([j for j in input().split() if j not in set(input().split())])),0
512,128,print(len({j for j in input().split() if j.isalpha()})),0
513,129,"scores = sorted(map(int, input().split()), reverse=True); min_vagas = int(input()); cutoff = scores[min_vagas - 1]; print(sum(1 for s in scores if s >= cutoff))",1
514,129,"scores = sorted(map(int, input().split()), reverse=False); min_vagas = int(input()); cutoff = scores[min_vagas - 1]; print(sum(1 for s in scores if s <= cutoff))",0
515,129,"scores = list(map(int, input().split())); min_vagas = int(input()); cutoff = scores[min_vagas - 1]; print(sum(1 for s in scores if s >= cutoff))",0
516,129,"scores = sorted(map(int, input().split())); min_vagas = int(input()); print(len(scores))",0
517,130,"funcionários = list(map(int, input().split())); tempos = [sum(abs(i - j) * funcionários[j] for j in range(3)) for i in range(3)]; print(tempos.index(min(tempos)) + 1)",1
518,130,"funcionários = list(map(int, input().split())); tempos = [sum(abs(i + j) * funcionários[j] for j in range(3)) for i in range(3)]; print(tempos.index(min(tempos)) + 1)",0
519,130,"funcionários = list(map(int, input().split())); print(1)",0
520,130,"funcionários = list(map(int, input().split())); print(sum(funcionários))",0
521,131,if 0 <= graus < 90: print(“madrugada”); elif 90 <= graus < 180: print(“manhã”); elif 180 <= graus < 270: print(“tarde”); else: print(“noite”),1
522,131,if 0 <= graus < 180: print(“dia”); else: print(“noite”),0
523,131,if graus < 90: print(“madrugada”); elif graus < 180: print(“manhã”); elif graus < 270: print(“tarde”),0
524,131,if graus < 90: print(“noite”); elif graus < 180: print(“madrugada”); elif graus < 270: print(“tarde”),0
525,132,"graus = int(input()); total_seconds = graus * 240; h, m, s = total_seconds // 3600, (total_seconds % 3600) // 60, total_seconds % 60; print(f”{h:02}:{m:02}:{s:02}”); if 0 <= graus < 90: print(“madrugada”); elif 90 <= graus < 180: print(“manhã”); elif 180 <= graus < 270: print(“tarde”); else: print(“noite”)",1
526,132,"graus = int(input()); total_seconds = graus * 360; h, m, s = total_seconds // 3600, (total_seconds % 3600) // 60, total_seconds % 60; print(f”{h:02}:{m:02}:{s:02}”)",0
527,132,graus = int(input()); print(f”{graus * 240 // 3600:02}:{(graus * 240 % 3600) // 60:02}:{(graus * 240 % 60):02}”); print(“madrugada”),0
528,132,graus = int(input()); h = graus // 15; m = (graus % 15) * 4; print(f”{h:02}:{m:02}:00”),0
529,133,"disponíveis = list(map(int, input().split())); pedidos = list(map(int, input().split())); print(sum(max(0, p - d) for p, d in zip(pedidos, disponíveis)))",1
530,133,"disponíveis = list(map(int, input().split())); pedidos = list(map(int, input().split())); print(sum(max(0, d - p) for p, d in zip(pedidos, disponíveis)))",0
531,133,"disponíveis = list(map(int, input().split())); pedidos = list(map(int, input().split())); print(sum(p - d for p, d in zip(pedidos, disponíveis)))",0
532,133,"disponíveis = list(map(int, input().split())); pedidos = list(map(int, input().split())); print(max(pedidos) - sum(disponíveis))",0
533,134,"veículos, turistas = 0, 0; while True: entrada = input(); if entrada == “FIM”: break; status, num = entrada.split(); num = int(num); if status == “ENTRA”: veículos += 1; turistas += num; elif status == “VOLTA”: veículos -= 1; turistas -= num; print(veículos, turistas)",1
534,134,"veículos, turistas = 0, 0; while True: entrada = input(); if entrada == “FIM”: break; status, num = entrada.split(); num = int(num); if status == “VOLTA”: veículos += 1; turistas += num; elif status == “ENTRA”: veículos -= 1; turistas -= num; print(veículos, turistas)",0
535,134,"veículos, turistas = 0, 0; while True: entrada = input(); if entrada == “FIM”: break; status, num = entrada.split(); num = int(num); if status == “ENTRA”: turistas += num; print(veículos, turistas)",0
536,134,"veículos, turistas = 0, 0; while True: entrada = input(); if entrada == “FIM”: break; status, num = entrada.split(); num = int(num); if status == “VOLTA”: turistas -= num; print(veículos, turistas)",0
537,135,"def is_prime(n): if n <= 1: return False; for i in range(2, int(n**0.5) + 1): if n % i == 0: return False; return True; moedas = list(map(int, input().split())); salto = int(input()); soma = sum(moedas[-1::-salto]); print(“Sim” if is_prime(soma) else “Não”)",1
538,135,"moedas = list(map(int, input().split())); salto = int(input()); soma = sum(moedas[-1::-salto]); print(“Sim” if soma % 2 == 0 else “Não”)",0
539,135,"def is_prime(n): if n <= 1: return False; for i in range(2, n): if n % i == 0: return False; return True; moedas = list(map(int, input().split())); salto = int(input()); soma = sum(moedas[1::salto]); print(“Sim” if is_prime(soma) else “Não”)",0
540,135,"moedas = list(map(int, input().split())); salto = int(input()); soma = sum(moedas[-1::-salto]); print(“Sim” if soma % 3 == 0 else “Não”)",0
541,136,"digito = int(input()); print([“Segunda-feira”, “Segunda-feira”, “Terça-feira”, “Terça-feira”, “Quarta-feira”, “Quarta-feira”, “Quinta-feira”, “Quinta-feira”, “Sexta-feira”, “Sexta-feira”][digito])",1
542,136,"digito = int(input()); print([“Segunda-feira”, “Terça-feira”, “Quarta-feira”, “Quinta-feira”, “Sexta-feira”][digito % 5])",0
543,136,"digito = int(input()); print(“Segunda-feira” if digito in [1, 2] else “Sexta-feira”)",0
544,136,digito = int(input()); print(“Quarta-feira”),0
545,137,"trabalhos = list(map(int, input().split())); total = sum(trabalhos); acumulado = 0; min_diff = float(“inf”); for t in trabalhos[:-1]: acumulado += t; min_diff = min(min_diff, abs(total - 2 * acumulado)); print(min_diff)",1
546,137,"trabalhos = list(map(int, input().split())); total = sum(trabalhos); acumulado = 0; min_diff = float(“inf”); for t in trabalhos: acumulado += t; min_diff = min(min_diff, abs(total - acumulado)); print(min_diff)",0
547,137,"trabalhos = list(map(int, input().split())); total = sum(trabalhos); acumulado = 0; for t in trabalhos: acumulado += t; print(abs(total - acumulado))",0
548,137,"trabalhos = list(map(int, input().split())); print(sum(trabalhos[:len(trabalhos)//2]) - sum(trabalhos[len(trabalhos)//2:]))",0
549,138,"n, t1, t2 = map(int, input().split()); print(“Sim” if t1 + t2 <= n else “Não”)",1
550,138,"n, t1, t2 = map(int, input().split()); print(“Não” if t1 + t2 <= n else “Sim”)",0
551,138,"n, t1, t2 = map(int, input().split()); print(“Sim” if t1 - t2 <= n else “Não”)",0
552,138,"n, t1, t2 = map(int, input().split()); print(“Sim” if max(t1, t2) <= n else “Não”)",0
553,139,binario = bin(numero)[2:]; print(max(len(s) for s in binario.split('0'))) ,1
554,139,binario = bin(numero)[2:]; print(min(len(s) for s in binario.split('1'))) ,0
555,139,binario = bin(numero)[2:]; print(sum(len(s) for s in binario.split('0'))) ,0
556,139,binario = bin(numero)[2:]; print(max(len(s) for s in binario.split('1')) - 1) ,0
557,140,"bolas = list(map(int, input().split())); renas = [“Dasher”, “Dancer”, “Prancer”, “Vixen”, “Comet”, “Cupid”, “Donner”, “Blitzen”, “Rudolph”]; total = sum(bolas); print(renas[(total - 1) % 9])",1
558,140,"bolas = list(map(int, input().split())); renas = [“Dasher”, “Dancer”, “Prancer”, “Vixen”, “Comet”, “Cupid”, “Donner”, “Blitzen”, “Rudolph”]; total = sum(bolas); print(renas[total % 9])",0
559,140,"bolas = list(map(int, input().split())); renas = [“Dasher”, “Dancer”, “Prancer”, “Vixen”, “Comet”, “Cupid”, “Donner”, “Blitzen”, “Rudolph”]; print(renas[sum(bolas)])",0
560,140,"bolas = list(map(int, input().split())); print(“Rudolph”)",0
561,141,"fórmula = input(); if fórmula == 'ClF3': print(""Perigoso"") else: print(""Seguro"")",1
562,141,"fórmula = input().split('F'); if 'Cl' in fórmula and 'F3' in fórmula: print(""Perigoso"") else: print(""Seguro"")",0
563,141,"fórmula = input(); if fórmula[0] == 'C' and fórmula[1] == 'l': if fórmula[-1] == '3': print(""Perigoso"") else: print(""Seguro"")",0
564,141,"fórmula = input().split('Fe'); if 'Fe' in fórmula: print(""Perigoso"") else: print(""Seguro"")",0
565,142,"A, B, C = map(int, input().split()); print(f”A = {A}, B = {B}, C = {C}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”); print(f”A = {A:010}, B = {B:010}, C = {C:010}”); print(f”A = {A:<10}, B = {B:<10}, C = {C:<10}”)",1
566,142,"A, B, C = map(int, input().split()); print(f”A = {A}, B = {B}, C = {C}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”)",0
567,142,"A, B, C = map(int, input().split()); print(f”A = {A}, B = {B}, C = {C}”); print(f”A = {A:<10}, B = {B:<10}, C = {C:<10}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”); print(f”A = {A:010}, B = {B:010}, C = {C:010}”)",0
568,142,"A, B, C = map(int, input().split()); print(f”A = {A}, B = {B}, C = {C}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”); print(f”A = {A:<10}, B = {B:<10}, C = {C:<10}”); print(f”A = {A:10}, B = {B:10}, C = {C:10}”)",0
569,143,"A, B = map(float, input().split()); C, D = map(float, input().split()); print(f”A = {A}, B = {B}”); print(f”C = {C}, D = {D}”); print(f”A = {A:.1f}, B = {B:.1f}”); print(f”C = {C:.1f}, D = {D:.1f}”); print(f”A = {A:.2f}, B = {B:.2f}”); print(f”C = {C:.2f}, D = {D:.2f}”); print(f”A = {A:.3f}, B = {B:.3f}”); print(f”C = {C:.3f}, D = {D:.3f}”); print(f”A = {A:.3E}, B = {B:.3E}”); print(f”C = {C:.3E}, D = {D:.3E}”); print(f”A = {int(A)}, B = {int(B)}”); print(f”C = {int(C)}, D = {int(D)}”)",1
570,143,"A, B = map(float, input().split()); C, D = map(float, input().split()); print(f”A = {A:.2f}, B = {B:.2f}”); print(f”C = {C:.2f}, D = {D:.2f}”)",0
571,143,"A, B = map(float, input().split()); C, D = map(float, input().split()); print(f”A = {A}, B = {B}”); print(f”C = {C}, D = {D}”)",0
572,143,"A, B = map(float, input().split()); C, D = map(float, input().split()); print(f”A = {int(A)}, B = {int(B)}”); print(f”C = {int(C)}, D = {int(D)}”)",0
573,144,"number = input(); integer, decimal = number.split(’.’); print(f”{decimal}.{integer}”)",1
574,144,"number = input(); integer, decimal = number.split(’.’); print(f”{integer}.{decimal}”)",0
575,144,number = input(); print(”.”.join(number.split(’.’)[::-1])),0
576,144,"number = input(); integer, decimal = number.split(’.’); print(f”{decimal}”)",0
577,145,"cpf = input(); cpf_parts = cpf.split(’.’); first_part, second_part = cpf_parts[0], cpf_parts[1]; third_part, last_part = cpf_parts[2].split(’-’); print(first_part, second_part, third_part, last_part, sep=’\n’)",1
578,145,"cpf = input(); first_part, second_part = cpf.split(’.’); third_part, last_part = second_part.split(’-’); print(first_part, third_part, second_part, last_part)",0
579,145,"cpf = input(); first_part, rest = cpf.split(’.’); second_part, third_part = rest.split(’-’); print(first_part, second_part, third_part)",0
580,145,"cpf = input(); first_part, second_part = cpf.split(’.’); third_part, last_part = second_part.split(’-’); print(first_part, second_part, third_part, last_part, sep=’\n’)",0
581,146,"data = input(); day, month, year = data.split(’/’); print(f”{month}/{day}/{year}”); print(f”{year}/{month}/{day}”); print(f”{day}-{month}-{year}”)",1
582,146,"data = input(); day, month, year = data.split(’/’); print(f”{day}/{month}/{year}”); print(f”{year}/{month}/{day}”); print(f”{day}-{month}-{year}”)",0
583,146,"data = input(); day, month, year = data.split(’/’); print(f”{month}/{day}/{year}”); print(f”{year}-{month}-{day}”); print(f”{day}-{month}-{year}”)",0
584,146,"data = input(); day, month, year = data.split(’/’); print(f”{month}/{day}/{year}”); print(f”{day}-{month}-{year}”); print(f”{year}/{month}/{day}”)",0
585,147,"frase = input(); parte1, parte2 = frase.split(’,’); print(parte1.strip()); print(parte2.strip())",1
586,147,"frase = input(); parte1, parte2 = frase.split(’,’); print(parte1); print(parte2)",0
587,147,"frase = input(); parte1, parte2 = frase.split(’,’); print(parte2.strip()); print(parte1.strip())",0
588,147,"frase = input(); print(frase.split(’,’)[0]); print(frase.split(’,’)[1])",0
589,148,nomes = [input() for _ in range(10)]; print(nomes[2]); print(nomes[6]); print(nomes[8]),1
590,148,nomes = [input() for _ in range(10)]; print(nomes[3]); print(nomes[7]); print(nomes[9]),0
591,148,nomes = [input() for _ in range(10)]; print(nomes[1]); print(nomes[5]); print(nomes[7]),0
592,148,nomes = [input() for _ in range(10)]; print(nomes[0]); print(nomes[6]); print(nomes[9]),0
593,149,"largura_circuito, comprimento_circuito = map(int, input().split()); largura_placa, comprimento_placa = map(int, input().split()); if largura_circuito <= largura_placa and comprimento_circuito <= comprimento_placa: print(“Sim”); else: print(“Nao”)",1
594,149,"largura_circuito, comprimento_circuito = map(int, input().split()); largura_placa, comprimento_placa = map(int, input().split()); if largura_circuito >= largura_placa or comprimento_circuito > comprimento_placa: print(“Nao”); else: print(“Sim”)",0
595,149,"largura_circuito, comprimento_circuito = map(int, input().split()); largura_placa, comprimento_placa = map(int, input().split()); if largura_circuito == largura_placa and comprimento_circuito == comprimento_placa: print(“Sim”); else: print(“Nao”)",0
